1,0.00858269,4.27448e-005
2,-0.00147666,4.98902e-005
3,-0.0303841,0.000200914
4,0.0238341,0.0003186
5,0.0386112,0.000510778
6,-0.0173764,0.00059469
7,-0.0105652,0.000644302
8,0.0172434,0.000727114
9,-0.0224684,0.000835867
10,0.00113501,0.000837356
11,-0.00795893,0.000872788
12,-0.0231207,0.000984206
13,-0.0117453,0.00103778
14,0.0187887,0.00112614
15,0.0132889,0.0011868
16,-0.00389834,0.0012003
17,-0.0262611,0.0013254
18,-0.0277599,0.0014573
19,0.0247042,0.00157375
20,-0.00894577,0.00161043
21,0.0223102,0.00171365
22,0.00972798,0.00175357
23,-0.000216931,0.00174592
24,0.0224851,0.00184957
25,-0.0204824,0.00194231
26,-0.0120082,0.00199244
27,-0.0119205,0.00204198
28,0.0255813,0.00216006
29,0.00243085,0.00216142
30,0.0267621,0.00228499
31,0.00924747,0.00231963
32,0.0110412,0.00236312
33,-0.0124396,0.00241327
34,-0.00592283,0.00243082
35,0.00968595,0.00246704
36,0.0109201,0.00250928
37,0.00982663,0.00254568
38,-0.00499991,0.00255798
39,-0.00768868,0.00258353
40,-0.0118936,0.00263013
41,-0.00102025,0.00262212
42,0.00402897,0.00262913
43,0.0108281,0.00267007
44,0.00262777,0.00266986
45,-0.00372895,0.00267514
46,0.0222267,0.00277316
47,0.00871482,0.00280294
48,-0.00723653,0.00282509
49,-0.00396743,0.00283078
50,-0.00988943,0.0028659
51,0.00577852,0.00288041
52,-0.00622987,0.0028971
53,-0.00975685,0.00293123
54,-0.0147402,0.00299011
55,-0.0119629,0.00303481
56,0.0146411,0.00309289
57,0.00012178,0.0030781
58,0.00775761,0.00310139
59,-0.0101546,0.00313648
60,0.00954269,0.00316839
61,-0.0113139,0.00320914
62,-0.00972778,0.00324157
63,-0.00665926,0.00325862
64,0.00378023,0.00326125
65,0.0159207,0.00332491
66,-0.000394428,0.00331033
67,-0.00356551,0.00331161
68,-0.00674715,0.00332872
69,-0.0133703,0.00337911
70,-0.00558661,0.00339011
71,0.00667812,0.0034065
72,-0.00504953,0.00341468
73,0.00125607,0.00340395
74,-0.00639528,0.00341888
75,0.0192127,0.00349867
76,0.00872369,0.00352474
77,-0.0135973,0.00357533
78,-0.0138462,0.00362677
79,0.00244237,0.00362089
80,0.00144499,0.00361006
81,0.00102423,0.00359721
82,-0.00319956,0.00359524
83,-0.00919186,0.00362309
84,-0.01218,0.00366607
85,0.0113503,0.00370442
86,-0.0105177,0.00373861
87,-0.00274587,0.00373368
88,-0.00405132,0.00373532
89,-0.0097789,0.00376541
90,0.00199064,0.00375659
91,0.00756,0.00377569
92,0.001547,0.00376461
93,0.00242659,0.003758
94,0.00710623,0.00377485
95,-0.00823691,0.00379705
96,0.000942112,0.00378286
97,-0.00466171,0.00378723
98,0.0134145,0.00383587
99,0.00769285,0.00385509
100,0.00964209,0.00388396
101,-0.00975443,0.00391359
102,-0.00361843,0.00391212
103,-0.00841589,0.00393457
104,0.000413598,0.00391706
105,-0.0041296,0.00391812
106,0.00449858,0.00392101
107,0.00281567,0.00391551
108,0.00632751,0.00392753
109,0.0082153,0.00394911
110,-0.00497489,0.00395421
111,-0.00778716,0.00397338
112,-0.00556926,0.00398145
113,-0.000119046,0.00396224
114,-0.00804894,0.00398285
115,-0.0029303,0.00397763
116,-0.00221859,0.00396889
117,0.00472096,0.00397264
118,-0.00206348,0.00396315
119,-0.00462515,0.00396649
120,-0.00499574,0.00397163
121,0.00435953,0.00397364
122,0.00401171,0.00397388
123,-0.00193634,0.00396376
124,0.00674032,0.00397763
125,-0.00376002,0.00397655
126,-0.00278885,0.00397066
127,-0.000285706,0.00395232
128,-0.00385948,0.00395191
129,-0.00147611,0.0039396
130,0.0012213,0.00392608
131,-0.0015257,0.00391414
132,0.001894,0.00390409
133,-0.00422897,0.00390573
134,0.00257244,0.00389909
135,-0.0102944,0.00393162
136,-0.00180357,0.00392105
137,0.00117633,0.0039074
138,0.00601412,0.00391807
139,0.00830556,0.00394037
140,-0.0045177,0.00394327
141,0.00444512,0.00394578
142,0.00975232,0.0039754
143,0.00431441,0.00397715
144,-0.00157182,0.0039652
145,-0.000573318,0.00394833
146,0.00411436,0.00394917
147,-0.00458551,0.00395235
148,-5.81198e-005,0.00393298
149,0.000876676,0.00391778
150,-0.00428891,0.00391963
