0 0.000149197
1 0.000230634
2 0.000154999
3 5.37236e-005
4 0.000178415
5 5.25849e-005
0 4.34367e-005
0 0.000217675
1 0.000306413
2 0.000225228
3 6.30041e-005
4 0.00023897
5 6.71862e-005
0 6.01275e-005
0 0.00028059
1 0.000481316
2 0.000292976
3 0.000125403
4 0.000369331
5 0.000114028
0 8.68568e-005
0 0.000379809
1 0.000471704
2 0.000391147
3 7.78605e-005
4 0.000372437
5 9.74011e-005
0 9.82109e-005
0 0.000474559
1 0.000697964
2 0.000492235
3 0.000153132
4 0.000542727
5 0.000156501
0 0.000134652
0 0.000464662
1 0.000679591
2 0.000482177
3 0.000148487
4 0.000529241
5 0.000152602
0 0.000131798
0 0.00014813
1 0.00023835
2 0.000154545
3 5.86991e-005
4 0.000184399
5 5.58344e-005
0 4.45406e-005
0 0.000302644
1 0.000301504
2 0.000309876
3 2.47232e-005
4 0.00024478
5 5.4845e-005
0 7.08274e-005
0 0.000393562
1 0.000442526
2 0.000404779
3 5.83768e-005
4 0.000354567
5 8.78119e-005
0 9.78253e-005
0 0.000199374
1 0.000298095
2 0.000207566
3 6.77777e-005
4 0.000232496
5 6.83905e-005
0 5.78014e-005
0 0.000141103
1 0.000204592
2 0.000146737
3 4.47543e-005
4 0.000160071
5 4.64341e-005
0 4.02583e-005
0 0.00045748
1 0.000617492
2 0.000474352
3 0.000121661
4 0.00048646
5 0.00013601
0 0.000125582
0 0.000346119
1 0.000439688
2 0.000358149
3 7.8143e-005
4 0.000348709
5 9.4363e-005
0 9.21602e-005
0 0.000324205
1 0.000338364
2 0.00033321
3 3.55729e-005
4 0.000274451
5 6.50346e-005
0 7.83497e-005
0 0.000322757
1 0.000418289
2 0.000334506
3 7.75337e-005
4 0.000331512
5 9.11148e-005
0 8.71477e-005
0 0.000713124
1 0.000956206
2 0.000740368
3 0.000188159
4 0.000755695
5 0.00021202
0 0.000196374
0 0.000421279
1 0.000633126
2 0.000440224
3 0.000147255
4 0.00049614
5 0.000148272
0 0.000124323
0 0.000475517
1 0.000609167
2 0.000494014
3 0.000112773
4 0.000485727
5 0.000134483
0 0.00012924
0 0.000165919
1 0.000153868
2 0.000170575
3 9.31814e-006
4 0.000127826
5 2.82902e-005
0 3.86958e-005
0 0.000468334
1 0.000723776
2 0.000491546
3 0.000176286
4 0.000568279
5 0.000173899
0 0.000142193
0 0.00041676
1 0.000631793
2 0.000437441
3 0.000151209
4 0.000497653
