1,0.000392693
2,0.000623786
3,0.000886949
4,0.00101804
5,0.00104587
6,0.00114117
7,0.00125106
8,0.00144065
9,0.00159879
10,0.00173177
11,0.00179768
12,0.00191039
13,0.00200222
14,0.00201805
15,0.00209722
16,0.00210591
17,0.00215337
18,0.00215532
19,0.0022977
20,0.00235776
21,0.00248278
22,0.00265363
23,0.00276367
24,0.00285789
25,0.00288758
26,0.00298563
27,0.0031331
28,0.00320918
29,0.00335033
30,0.00335882
31,0.00347918
32,0.00350836
33,0.00354339
34,0.00363531
35,0.00364716
36,0.00377258
37,0.00384428
38,0.00384418
39,0.00390957
40,0.00394248
41,0.00401292
42,0.00406394
43,0.00412854
44,0.00421685
45,0.00430558
46,0.00438258
47,0.00440216
48,0.00442943
49,0.00449511
50,0.00450932
51,0.00455441
52,0.0045917
53,0.00461026
54,0.00467854
55,0.00480171
56,0.00482611
57,0.00487707
58,0.00500147
59,0.00505903
60,0.00514287
61,0.00513975
62,0.0052032
63,0.00525863
64,0.00526108
65,0.00535507
66,0.00540441
67,0.00541188
68,0.00547291
69,0.00566547
70,0.00574088
71,0.00580991
72,0.00585446
73,0.00591609
74,0.00596447
75,0.00596531
76,0.00598862
77,0.00603201
78,0.00609197
79,0.00610737
80,0.00619335
81,0.00626683
82,0.00638397
83,0.00641311
84,0.00643938
85,0.00647408
86,0.00650329
87,0.00660103
88,0.00662008
89,0.00674036
90,0.00677518
91,0.00688452
92,0.00698511
93,0.0071759
94,0.00727849
95,0.00734449
96,0.00739977
97,0.00746626
98,0.00751651
99,0.0075548
100,0.00755596
101,0.00758583
102,0.00758456
103,0.00758808
104,0.00768634
105,0.00781416
106,0.00790993
107,0.00794393
108,0.00800618
109,0.00803739
110,0.00811
111,0.00814816
112,0.00818707
113,0.00820817
114,0.00827041
115,0.00831948
116,0.00835203
117,0.00835292
118,0.00853141
119,0.00854788
120,0.00863978
121,0.00868075
122,0.00872982
123,0.00883593
124,0.00887462
125,0.00893876
126,0.00899789
127,0.00905464
128,0.0091035
129,0.00913243
130,0.00918152
131,0.00926688
132,0.00932046
133,0.0093935
134,0.00949476
135,0.00961079
136,0.00962986
137,0.00972826
138,0.00984082
139,0.00994366
140,0.0100582
141,0.0100957
142,0.010154
143,0.0101764
144,0.010249
145,0.0102477
146,0.0104505
147,0.0105537
148,0.010559
149,0.0106835
150,0.0106837
151,0.0107774
152,0.0107777
153,0.0108171
154,0.0109025
155,0.0109912
156,0.0110612
157,0.0110739
158,0.011126
159,0.0111314
160,0.0111744
161,0.0111881
162,0.0111793
163,0.0111789
164,0.0111768
165,0.0112578
166,0.0112587
167,0.011267
168,0.011317
169,0.0114362
170,0.0115263
171,0.0115359
172,0.011653
173,0.011745
174,0.0117563
175,0.011792
176,0.011856
177,0.0119507
178,0.0120667
179,0.0120919
180,0.0121906
181,0.0122059
182,0.0122777
183,0.0122662
184,0.0124598
185,0.0124507
186,0.0125397
187,0.0125846
188,0.0126618
189,0.0126759
190,0.0127467
191,0.0127987
192,0.0128388
193,0.0128997
194,0.0129634
195,0.0129552
196,0.0130829
197,0.013122
198,0.0131415
199,0.0131535
200,0.0132539
201,0.013302
202,0.0134028
203,0.0134285
204,0.0135016
205,0.013559
206,0.0136303
207,0.0136854
208,0.0137542
209,0.0138131
210,0.0138453
211,0.0140385
212,0.0140878
213,0.0141143
214,0.014213
215,0.0142662
216,0.0143506
217,0.0143966
218,0.0145135
219,0.0145662
220,0.0145734
221,0.014587
222,0.0146681
223,0.0147576
224,0.0148107
225,0.0148061
226,0.0148544
227,0.0149686
228,0.0150596
229,0.0150696
230,0.0151108
231,0.0151242
232,0.0151227
233,0.0151308
234,0.0152169
235,0.0152276
236,0.0153236
237,0.0154225
238,0.0154343
239,0.015463
240,0.0155589
241,0.0156095
242,0.0156486
243,0.0157115
244,0.0157283
245,0.0157466
246,0.0158372
247,0.0159121
248,0.0159383
249,0.0160005
250,0.0160336
251,0.0161118
252,0.0161778
253,0.0161625
254,0.0163583
255,0.0163699
256,0.0164
257,0.0164437
258,0.0165209
259,0.0165687
260,0.0166238
261,0.0166583
262,0.0167066
263,0.0167957
264,0.0168721
265,0.0168612
266,0.0169184
267,0.0169379
268,0.0169816
269,0.0170205
270,0.0170982
271,0.0171144
272,0.0171615
273,0.0172032
274,0.0173825
275,0.0173953
276,0.0173923
277,0.0174422
278,0.0174562
279,0.0175539
280,0.0176067
281,0.0177131
282,0.0178018
283,0.0178999
284,0.0179145
285,0.017978
286,0.017986
287,0.0180191
288,0.018029
289,0.0181026
290,0.0182103
291,0.0182622
292,0.0182837
293,0.018333
294,0.0183268
295,0.0183247
296,0.0183962
297,0.018451
298,0.0184463
299,0.018488
300,0.0184865
301,0.0184879
302,0.01856
303,0.0185735
304,0.0186069
305,0.0186507
306,0.0187178
307,0.018707
308,0.0187364
309,0.0188162
310,0.0188381
311,0.0189177
312,0.0189072
313,0.0189612
314,0.018983
315,0.0189683
316,0.0190375
317,0.0190573
318,0.019247
319,0.019339
320,0.0194149
321,0.0194258
322,0.0195138
323,0.0195245
324,0.0195942
325,0.0196276
326,0.0198159
327,0.019799
328,0.0198849
329,0.0199104
330,0.0199923
331,0.0199895
332,0.0200266
333,0.0200668
334,0.0200802
335,0.020165
336,0.0202295
337,0.02021
338,0.0202546
339,0.0202975
340,0.0203223
341,0.0203636
342,0.0204388
343,0.0204218
344,0.0204758
345,0.0205822
346,0.0206552
347,0.0207155
348,0.0207645
349,0.020801
350,0.0207994
351,0.0207969
352,0.020798
353,0.0208663
354,0.0208537
355,0.0208675
356,0.0208866
357,0.0209075
358,0.0209975
359,0.0209979
360,0.0210531
361,0.0210576
362,0.0210604
363,0.0211267
364,0.0211665
365,0.0211635
366,0.0212301
367,0.021281
